================================================================================
FAILED PREDICTIONS REPORT
================================================================================
Total Failures: 12185

Image Only Failed: 11234
Radar Only Failed: 951
Both Failed: 0

--------------------------------------------------------------------------------
Filename                                 | Truth      | Img Pred   | Rad Pred   | Img Conf   | Rad Conf  
Sample_3043                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3044                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3045                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3046                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3047                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3048                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3049                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3050                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3051                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3052                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3053                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3054                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3055                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3056                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3057                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3058                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3059                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3060                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3061                              | Person     | Cyclist    | Person     | 99.62%     | 100.00%   
Sample_3062                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3063                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3064                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3065                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3066                              | Person     | Cyclist    | Person     | 99.61%     | 100.00%   
Sample_3067                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3068                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3069                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3070                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3071                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3072                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3073                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3074                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3075                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3076                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3077                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3078                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3079                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3080                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3081                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3082                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3083                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3084                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3085                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3086                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3087                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3088                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3089                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3090                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3091                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3092                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3093                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3094                              | Person     | Cyclist    | Person     | 99.60%     | 100.00%   
Sample_3095                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3096                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3097                              | Person     | Cyclist    | Person     | 99.59%     | 100.00%   
Sample_3098                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3099                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3100                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3101                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
Sample_3102                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_3103                              | Person     | Cyclist    | Person     | 99.57%     | 100.00%   
Sample_3104                              | Person     | Cyclist    | Person     | 99.58%     | 100.00%   
